(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,41757;71,47059;0;;;1;1,013640;71,47059;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,13756;26,85950;0;;;0;;;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,13756;57,35294;0;;;0;;;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>/index.php?option=com_content&view=category&layout=blog&id=18, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,05589;24,93113;0;;;0;;;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,05589;53,23529;0;;;0;;;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,11422;26,30854;0;;;0;;;0;;
(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,03255;24,38017;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;2,92848;48,92788;1;1,897861;28,77907;1;2,094022;48,92788;1;1,504194;28,77907
/component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,44674;24,17154;0;;;1;1,034497;24,17154;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,58091;26,41326;0;;;1;1,130438;26,41326;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,58091;53,98406;0;;;1;1,130438;53,98406;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,41174;23,58674;0;;;1;1,009469;23,58674;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,41174;48,20717;0;;;1;1,009469;48,20717;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07922;18,03119;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07922;36,85259;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07922;68,26568;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,09089;18,22612;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,09089;37,25100;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,09089;77,27273;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,29506;21,63743;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,29506;44,22311;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;2,24595;37,52437;1;1,100376;16,68605;1;1,605973;37,52437;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,59841;26,70565;0;;;1;1,142952;26,70565;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,59841;71,16883;0;;;1;1,142952;71,16883;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,29506;21,63743;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,29506;57,66234;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;17,64133;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;47,01299;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;66,05839;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;17,15400;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;45,71429;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;64,23358;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07339;17,93372;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07339;74,19355;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,00922;16,86160;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,00922;69,75806;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,20173;20,07797;0;;;0;;;0;;
/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,20173;53,50649;0;;;0;;;0;;
/dalsie-vzdelavanie==>/prijimaciekonanie;;1;1,54008;32,91771;0;;;0;;;0;;
/dalsie-vzdelavanie==>/struktura-univerzity;;1;1,14339;24,43890;0;;;0;;;0;;
/dalsie-vzdelavanie==>/studium;;1;1,75009;37,40648;0;;;1;1,163809;34,02439;0;;
/index.php?option=com_content&view=article&id=180&Itemid=53==>/prijimaciekonanie/podmienky-prijatia/178;;1;2,81181;80,87248;1;1,859520;76,13815;1;2,010595;80,06645;1;1,470767;75,74335
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;3,23183;65,33019;1;2,810367;48,57522;1;2,310933;65,33019;1;2,227422;48,57522
/index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,02672;20,75472;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,68592;34,08019;0;;;1;1,205523;34,08019;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,68592;52,16606;0;;;1;1,205523;52,16606;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,63925;33,13679;0;;;1;1,172152;33,13679;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,63925;50,72202;0;;;1;1,172152;50,72202;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,15506;23,34906;0;;;1;1,059525;29,95283;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,15506;35,74007;0;;;1;1,059525;45,84838;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,15506;23,34906;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,15506;35,74007;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,15506;68,51211;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,12006;22,64151;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,12006;34,65704;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,12006;66,43599;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,05589;32,67148;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,05589;62,62976;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,24840;25,23585;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,24840;38,62816;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,24840;76,15658;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,07339;21,69811;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,07339;33,21300;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,07339;65,48043;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,00922;31,22744;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,00922;61,56584;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,02088;31,58845;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;2,24595;45,40094;1;1,100376;19,01922;1;1,605973;45,40094;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,59841;32,31132;0;;;1;1,142952;32,31132;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,59841;71,16883;0;;;1;1,142952;71,16883;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,29506;26,17925;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,29506;57,66234;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;21,34434;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;47,01299;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/component/content/category/18?layout=blog&format=feed&type=rss;;1;1,05589;66,05839;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;20,75472;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18==>/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;45,71429;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18, /component/content/category/18?layout=blog&format=feed&type=rss==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,02672;64,23358;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /component/content/category/18?layout=blog&format=feed&type=rss;;1;1,07339;21,69811;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18), /index.php?option=com_content&view=category&layout=blog&id=18;;1;1,00922;20,40094;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18)==>/index.php?option=com_content&view=category&layout=blog&id=18;;1;1,00922;98,29545;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18==>/index.php?option=com_content&view=category&layout=blog&id=18, (/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,20173;24,29245;0;;;0;;;0;;
/index.php?option=com_content&view=category&layout=blog&id=18, /index.php?option=com_content&view=category&layout=blog&id=18==>(/component/content/category/18?layout=blog&format=feed&type=rss, /index.php?option=com_content&view=category&layout=blog&id=18);;1;1,20173;53,50649;0;;;0;;;0;;
/index.php?view=article&id=135&option=com_content&Itemid=4==>/prijimaciekonanie;;1;1,05005;35,08772;0;;;0;;;0;;
/informacie==>/o-univerzite;;1;1,17256;20,91571;0;;;0;;;0;;
/informacie==>/prijimaciekonanie;;1;1,55174;27,67950;0;;;0;;;0;;
/informacie==>/struktura-univerzity;;1;1,35340;24,14152;0;;;0;;;0;;
/informacie==>/studium;;1;1,96593;35,06764;0;;;1;1,209694;29,62206;0;;
/o-univerzite==>/prijimaciekonanie;;1;1,68008;25,82960;0;;;1;1,009469;21,19089;0;;
/o-univerzite==>/struktura-univerzity;;1;2,45012;37,66816;1;1,395598;31,08454;1;1,635173;34,32574;1;1,063571;29,51096
/o-univerzite==>/struktura-univerzity/filozoficka-fakulta;;1;1,26006;19,37220;0;;;0;;;0;;
/o-univerzite==>/studium;;1;1,98343;30,49327;1;1,031363;22,97182;1;1,230551;25,83187;0;;
/o-univerzite/adresar==>/o-univerzite/adresar;;1;1,95426;13,78034;0;;;0;;;0;;
/o-univerzite/adresar==>/prijimaciekonanie;;1;1,02088;7,19868;0;;;0;;;0;;
/o-univerzite/adresar==>/struktura-univerzity;;1;1,14339;8,06253;0;;;0;;;0;;
/o-univerzite/adresar==>/studium;;1;1,10839;7,81571;0;;;0;;;0;;
/oznamy?format=feed&type=rss==>/oznamy?format=feed&type=rss;;1;1,40007;43,63636;1;1,058201;37,55102;1;1,001126;43,63636;0;;
/priame-odkazy/206-Moznosti-studia-v-akademickom-roku-20122013==>/prijimaciekonanie/moznosti-vs-studia;;1;1,68592;89,75155;1;1,111878;87,87879;1;1,201352;89,16409;0;;
/prijimaciekonanie==>/dalsie-vzdelavanie;;1;1,65675;7,51720;0;;;1;1,001126;5,85223;0;;
/prijimaciekonanie==>/index.php?option=com_content&view=article&id=180&Itemid=53;;1;1,58675;7,19958;0;;;1;1,042840;6,09607;0;;
/prijimaciekonanie==>/index.php?option=com_content&view=article&id=180&Itemid=53, /prijimaciekonanie/podmienky-prijatia/178;;1;1,24256;5,63790;0;;;0;;;0;;
/prijimaciekonanie, /index.php?option=com_content&view=article&id=180&Itemid=53==>/prijimaciekonanie/podmienky-prijatia/178;;1;1,24256;78,30882;0;;;0;;;0;;
/prijimaciekonanie==>/informacie;;1;1,41757;6,43197;0;;;0;;;0;;
/prijimaciekonanie==>/o-univerzite;;1;1,93093;8,76125;0;;;1;1,130438;6,60814;0;;
/prijimaciekonanie==>/prijimaciekonanie;;1;5,50694;24,98677;1;1,989878;11,64983;1;3,170233;18,53207;1;1,212471;8,63636
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie;;1;1,46424;6,64373;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie;;1;1,46424;26,58898;0;;;0;;;0;;
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie/moznosti-vs-studia;;1;1,73842;7,88777;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie/moznosti-vs-studia;;1;1,73842;31,56780;0;;;0;;;0;;
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie/podmienky-prijatia;;1;2,25178;10,21705;0;;;1;1,113753;6,51061;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie/podmienky-prijatia;;1;2,25178;40,88983;0;;;1;1,113753;35,13158;0;;
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie/podmienky-prijatia/178;;1;2,17594;9,87295;0;;;1;1,080382;6,31553;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie/podmienky-prijatia/178;;1;2,17594;39,51271;0;;;1;1,080382;34,07895;0;;
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie/prihlasovanie-sa-na-studium;;1;1,15506;5,24087;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie/prihlasovanie-sa-na-studium;;1;1,15506;20,97458;0;;;0;;;0;;
/prijimaciekonanie==>/prijimaciekonanie, /studium;;1;1,34757;6,11435;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie==>/studium;;1;1,34757;24,47034;0;;;0;;;0;;
/prijimaciekonanie==>/prijimaciekonanie, /prijimaciekonanie/podmienky-prijatia, /prijimaciekonanie/podmienky-prijatia/178;;1;1,82009;8,25834;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie==>/prijimaciekonanie/podmienky-prijatia, /prijimaciekonanie/podmienky-prijatia/178;;1;1,82009;33,05085;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie, /prijimaciekonanie/podmienky-prijatia==>/prijimaciekonanie/podmienky-prijatia/178;;1;1,82009;80,82902;0;;;0;;;0;;
/prijimaciekonanie==>/prijimaciekonanie/moznosti-vs-studia;;1;7,04702;31,97459;1;4,148455;24,28732;1;5,043174;29,48061;1;3,236295;23,05195
/prijimaciekonanie==>/prijimaciekonanie/moznosti-vs-studia, /prijimaciekonanie;;1;1,63342;7,41133;0;;;0;;;0;;
/prijimaciekonanie, /prijimaciekonanie/moznosti-vs-studia==>/prijimaciekonanie;;1;1,63342;23,17881;0;;;0;;;0;;
